sample,raw_x,raw_y,raw_z,g_x,g_y
1314,-53,-43,16409,-0.003289,-0.002672
1315,8,29,16365,0.000510,0.001796
1316,-91,-53,16401,-0.005605,-0.003281
1317,-63,14,16413,-0.003850,0.000877
1318,-154,2,16340,-0.009399,0.000158
1319,-21,34,16396,-0.001322,0.002135
1320,-116,29,16406,-0.007109,0.001813
1321,-105,14,16377,-0.006428,0.000882
1322,-77,-45,16354,-0.004716,-0.002758
1323,-151,-39,16408,-0.009226,-0.002383
1324,-61,8,16356,-0.003725,0.000488
1325,-22,39,16382,-0.001369,0.002399
1326,-53,12,16386,-0.003238,0.000775
1327,-142,76,16406,-0.008717,0.004643
1328,-67,34,16374,-0.004142,0.002089
1329,-22,2,16373,-0.001352,0.000181
1330,-147,39,16394,-0.009009,0.002382
1331,-104,65,16417,-0.006385,0.004023
1332,-5,72,16449,-0.000307,0.004439
1333,-31,150,16357,-0.001893,0.009207
1334,-20,27,16403,-0.001225,0.001661
1335,55,57,16369,0.003368,0.003532
1336,-8,83,16422,-0.000548,0.005103
1337,4,62,16374,0.000284,0.003815
1338,110,39,16382,0.006712,0.002431
1339,-29,-11,16385,-0.001789,-0.000680
1340,-53,40,16398,-0.003264,0.002457
1341,11,12,16409,0.000693,0.000778
1342,16,-19,16414,0.001009,-0.001183
1343,-26,26,16403,-0.001606,0.001593
1344,-46,13,16371,-0.002840,0.000810
1345,122,92,16423,0.007469,0.005662
1346,29,92,16404,0.001800,0.005660
1347,-18,17,16435,-0.001099,0.001078
1348,67,48,16390,0.004120,0.002931
1349,21,-32,16369,0.001314,-0.001953
1350,18,33,16408,0.001148,0.002036
1351,63,75,16442,0.003852,0.004603
1352,-23,94,16414,-0.001459,0.005757
1353,60,16,16406,0.003718,0.001008
1354,141,100,16391,0.008634,0.006158
1355,74,-27,16456,0.004520,-0.001699
1356,36,-17,16388,0.002209,-0.001058
1357,33,76,16396,0.002021,0.004642
1358,41,120,16429,0.002505,0.007346
1359,51,59,16370,0.003157,0.003626
1360,48,29,16448,0.002955,0.001830
1361,114,-79,16432,0.006993,-0.004835
1362,-13,-74,16440,-0.000813,-0.004524
1363,116,28,16432,0.007102,0.001721
1364,57,0,16415,0.003491,0.000043
1365,96,-39,16393,0.005860,-0.002420
1366,23,14,16416,0.001433,0.000873
1367,145,13,16396,0.008868,0.000797
1368,142,50,16433,0.008672,0.003060
1369,128,6,16441,0.007852,0.000410
1370,7,56,16458,0.000450,0.003459
1371,122,-7,16431,0.007487,-0.000428
1372,101,-16,16445,0.006204,-0.001022
1373,2,37,16416,0.000147,0.002295
1374,79,-66,16412,0.004847,-0.004052
1375,97,116,16435,0.005956,0.007111
1376,105,-6,16415,0.006456,-0.000418
1377,85,-9,16431,0.005231,-0.000608
1378,89,-6,16398,0.005469,-0.000375
1379,145,57,16403,0.008897,0.003486
1380,131,0,16441,0.008021,0.000045
1381,-72,-120,16447,-0.004406,-0.007328
1382,50,25,16401,0.003083,0.001525
1383,55,-63,16442,0.003368,-0.003871
1384,-25,-43,16412,-0.001581,-0.002681
1385,61,-114,16426,0.003761,-0.006985
1386,115,-27,16461,0.007015,-0.001703
1387,-3,-87,16446,-0.000210,-0.005360
1388,62,-52,16445,0.003830,-0.003219
1389,-2,-73,16473,-0.000165,-0.004474
1390,5,33,16408,0.000321,0.002063
1391,106,35,16401,0.006515,0.002157
1392,3,-60,16408,0.000194,-0.003717
1393,48,-60,16419,0.002942,-0.003718
1394,-70,-83,16367,-0.004329,-0.005072
1395,108,-10,16420,0.006596,-0.000662
1396,41,-81,16411,0.002538,-0.004983
1397,-1,-86,16444,-0.000098,-0.005264
1398,31,-17,16433,0.001894,-0.001054
1399,-71,-91,16409,-0.004346,-0.005582
1400,51,-66,16438,0.003149,-0.004046
1401,-27,-141,16441,-0.001652,-0.008629
1402,-25,-28,16404,-0.001571,-0.001712
1403,-44,33,16411,-0.002710,0.002070
1404,-53,-24,16367,-0.003249,-0.001504
1405,5,13,16395,0.000309,0.000814
1406,-20,-98,16403,-0.001269,-0.006002
1407,-5,-43,16423,-0.000336,-0.002636
1408,-42,-99,16397,-0.002566,-0.006045
1409,-20,-61,16407,-0.001239,-0.003760
1410,-69,-10,16389,-0.004266,-0.000610
1411,56,-40,16423,0.003459,-0.002462
1412,-133,-112,16429,-0.008145,-0.006838
1413,2,-104,16427,0.000142,-0.006369
1414,4,-104,16417,0.000275,-0.006383
1415,-107,-9,16378,-0.006561,-0.000574
1416,41,71,16400,0.002520,0.004341
1417,-21,39,16405,-0.001331,0.002440
1418,-25,-116,16404,-0.001540,-0.007127
1419,-73,49,16415,-0.004491,0.003038
1420,-87,29,16448,-0.005333,0.001801
1421,-88,-88,16432,-0.005402,-0.005423
1422,-60,-24,16387,-0.003678,-0.001474
1423,-11,48,16427,-0.000707,0.002947
1424,-72,25,16425,-0.004412,0.001538
1425,-126,-62,16389,-0.007720,-0.003814
1426,-41,35,16429,-0.002526,0.002171
1427,-36,-95,16403,-0.002233,-0.005848
1428,-49,1,16372,-0.003014,0.000119
1429,-44,72,16417,-0.002707,0.004422
1430,-93,20,16410,-0.005706,0.001280
1431,-124,0,16398,-0.007614,-0.000058
1432,-120,70,16402,-0.007350,0.004316
1433,-156,78,16384,-0.009555,0.004775
1434,-62,98,16416,-0.003826,0.005979
1435,-76,79,16399,-0.004662,0.004863
1436,-91,92,16403,-0.005591,0.005668
1437,-212,78,16407,-0.012984,0.004799
1438,-126,58,16369,-0.007692,0.003564
1439,-6,52,16375,-0.000408,0.003195
1440,-91,38,16341,-0.005572,0.002364
1441,-37,-6,16409,-0.002293,-0.000421
1442,-120,7,16364,-0.007333,0.000479
1443,22,42,16396,0.001380,0.002618
1444,-51,70,16401,-0.003135,0.004296
1445,-26,130,16406,-0.001591,0.007990
1446,78,59,16361,0.004767,0.003627
1447,42,112,16388,0.002596,0.006835
1448,-42,116,16429,-0.002609,0.007123
1449,-52,53,16430,-0.003200,0.003238
1450,-34,94,16411,-0.002124,0.005752
1451,10,53,16394,0.000660,0.003259
1452,-14,130,16360,-0.000906,0.007966
1453,-24,96,16401,-0.001494,0.005904
1454,71,6,16379,0.004376,0.000409
1455,-1,72,16396,-0.000085,0.004436
1456,121,145,16366,0.007438,0.008855
1457,17,54,16376,0.001092,0.003313
1458,105,84,16383,0.006454,0.005133
1459,40,87,16385,0.002444,0.005349
1460,74,8,16390,0.004531,0.000511
1461,-4,82,16363,-0.000268,0.005051
1462,-6,-12,16343,-0.000397,-0.000775
1463,62,23,16415,0.003795,0.001405
1464,92,104,16436,0.005626,0.006375
1465,49,66,16385,0.003016,0.004073
1466,-12,31,16341,-0.000738,0.001935
1467,-12,65,16353,-0.000744,0.004024
1468,-12,38,16384,-0.000739,0.002333
1469,-25,38,16404,-0.001566,0.002371
1470,69,67,16340,0.004247,0.004116
1471,122,-3,16367,0.007463,-0.000231
1472,68,30,16374,0.004204,0.001871
1473,-39,9,16390,-0.002394,0.000607
1474,64,-56,16359,0.003943,-0.003424
1475,67,-26,16329,0.004142,-0.001644
1476,180,91,16382,0.011017,0.005603
1477,7,30,16394,0.000442,0.001830
1478,60,-57,16363,0.003710,-0.003519
1479,164,-72,16375,0.010053,-0.004395
1480,103,-5,16353,0.006323,-0.000336
1481,109,73,16343,0.006684,0.004457
1482,87,-16,16389,0.005344,-0.001012
1483,98,53,16373,0.005979,0.003245
1484,119,2,16375,0.007295,0.000158
1485,40,4,16399,0.002492,0.000297
1486,122,-87,16336,0.007496,-0.005340
1487,10,20,16348,0.000669,0.001269
1488,93,-45,16365,0.005684,-0.002755
1489,84,10,16347,0.005131,0.000638
1490,43,-75,16380,0.002627,-0.004588
1491,70,-29,16356,0.004275,-0.001802
1492,38,-23,16336,0.002328,-0.001457
1493,13,-51,16362,0.000820,-0.003147
1494,45,-26,16365,0.002801,-0.001635
1495,5,-62,16383,0.000364,-0.003802
1496,72,-83,16370,0.004446,-0.005095
1497,-2,25,16372,-0.000181,0.001534
1498,85,-4,16368,0.005186,-0.000259
1499,-11,-95,16356,-0.000724,-0.005802
1500,14,-31,16343,0.000884,-0.001916
1501,7,-97,16367,0.000463,-0.005940
1502,99,-120,16352,0.006058,-0.007344
1503,46,-12,16402,0.002813,-0.000755
1504,15,-147,16394,0.000921,-0.009023
1505,45,-19,16376,0.002781,-0.001171
1506,-87,-77,16370,-0.005313,-0.004739
1507,9,-75,16359,0.000601,-0.004631
1508,105,-45,16330,0.006442,-0.002770
1509,9,-36,16356,0.000564,-0.002246
1510,1,-105,16364,0.000088,-0.006447
1511,20,-29,16368,0.001246,-0.001779
1512,32,-58,16374,0.002007,-0.003545
1513,-113,-124,16386,-0.006952,-0.007593
1514,-102,-69,16346,-0.006282,-0.004262
1515,-14,7,16347,-0.000877,0.000476
1516,-64,23,16400,-0.003919,0.001458
1517,31,-21,16384,0.001900,-0.001312
1518,-53,-113,16355,-0.003237,-0.006916
1519,-136,-28,16363,-0.008343,-0.001744
1520,-107,-8,16364,-0.006583,-0.000524
1521,-184,-12,16367,-0.011259,-0.000750
1522,-64,-6,16379,-0.003933,-0.000413
1523,-65,-24,16430,-0.004006,-0.001510
1524,-80,-43,16373,-0.004914,-0.002641
1525,-9,-66,16385,-0.000592,-0.004065
1526,-6,-126,16328,-0.000409,-0.007743
1527,-76,-13,16358,-0.004679,-0.000832
1528,-175,-17,16401,-0.010721,-0.001089
1529,-42,3,16382,-0.002601,0.000234
1530,-47,-85,16264,-0.002909,-0.005238
1531,-61,15,16390,-0.003753,0.000927
1532,-29,88,16421,-0.001829,0.005376
1533,-136,-5,16326,-0.008344,-0.000329
1534,18,-8,16413,0.001115,-0.000524
1535,-128,13,16308,-0.007834,0.000814
1536,-44,101,16400,-0.002738,0.006210
1537,-164,-44,16378,-0.010061,-0.002732
1538,-127,19,16321,-0.007787,0.001174
1539,-7,-26,16390,-0.000429,-0.001612
1540,-93,-10,16409,-0.005726,-0.000633
1541,-38,17,16390,-0.002373,0.001077
1542,-67,89,16396,-0.004116,0.005481
1543,-82,115,16373,-0.005060,0.007051
1544,-9,52,16338,-0.000557,0.003196
1545,-86,15,16402,-0.005247,0.000919
1546,-159,159,16429,-0.009753,0.009718
1547,-109,18,16414,-0.006681,0.001141
1548,-40,14,16339,-0.002463,0.000887
1549,-45,-41,16351,-0.002763,-0.002557
1550,-138,116,16368,-0.008471,0.007115
1551,-94,98,16351,-0.005751,0.005981
1552,-83,171,16392,-0.005120,0.010469
1553,-69,-13,16402,-0.004257,-0.000823
1554,-115,128,16358,-0.007064,0.007839
1555,-75,62,16413,-0.004588,0.003782
1556,-76,99,16410,-0.004646,0.006086
1557,1,-19,16382,0.000104,-0.001191
1558,7,134,16392,0.000474,0.008229
1559,-34,102,16350,-0.002127,0.006244
1560,-42,62,16390,-0.002597,0.003816
1561,-11,96,16400,-0.000727,0.005903
1562,-54,27,16404,-0.003320,0.001694
1563,-66,37,16411,-0.004031,0.002261
1564,-51,42,16408,-0.003129,0.002606
1565,-31,-25,16396,-0.001930,-0.001578
1566,-52,107,16411,-0.003233,0.006537
1567,16,122,16429,0.001026,0.007485
1568,49,28,16403,0.003009,0.001752
1569,-60,79,16414,-0.003664,0.004835
1570,23,47,16403,0.001447,0.002915
1571,16,75,16392,0.000982,0.004606
1572,48,26,16422,0.002931,0.001637
1573,34,12,16396,0.002126,0.000756
1574,-31,105,16420,-0.001945,0.006438
1575,-18,48,16412,-0.001127,0.002956
1576,48,148,16405,0.002984,0.009069
1577,101,48,16405,0.006208,0.002987
1578,-54,-1,16401,-0.003305,-0.000093
1579,75,101,16374,0.004580,0.006194
1580,119,69,16424,0.007305,0.004225
1581,56,70,16421,0.003459,0.004326
1582,94,90,16437,0.005739,0.005523
1583,35,-3,16404,0.002135,-0.000208
1584,66,19,16464,0.004029,0.001162
1585,-5,13,16409,-0.000347,0.000818
1586,-39,-45,16397,-0.002403,-0.002755
1587,123,1,16395,0.007558,0.000107
1588,30,76,16377,0.001859,0.004685
1589,57,19,16458,0.003516,0.001164
1590,12,-62,16455,0.000776,-0.003812
1591,12,-76,16436,0.000743,-0.004668
1592,73,78,16400,0.004473,0.004768
1593,46,-11,16467,0.002811,-0.000723
1594,100,-42,16414,0.006123,-0.002618
1595,103,-28,16416,0.006320,-0.001720
1596,96,-90,16459,0.005883,-0.005549
1597,91,48,16440,0.005578,0.002937
1598,156,-44,16478,0.009522,-0.002723
1599,24,38,16430,0.001496,0.002352
1600,72,-29,16415,0.004430,-0.001796
1601,129,35,16410,0.007874,0.002143
1602,133,-25,16380,0.008136,-0.001563
1603,-1,0,16418,-0.000070,0.000047
1604,50,-8,16453,0.003098,-0.000528
1605,130,-16,16440,0.007936,-0.000978
1606,85,-32,16426,0.005200,-0.001959
1607,66,-63,16401,0.004064,-0.003846
1608,42,40,16431,0.002616,0.002464
1609,31,-100,16451,0.001899,-0.006127
1610,60,-57,16436,0.003686,-0.003506
1611,29,-58,16430,0.001826,-0.003577
1612,36,-41,16406,0.002209,-0.002504
1613,38,-83,16447,0.002318,-0.005078
1614,-3,-47,16348,-0.000212,-0.002912
1615,51,-72,16435,0.003152,-0.004417
1616,164,-142,16488,0.010027,-0.008697
1617,-70,-64,16388,-0.004322,-0.003952
1618,27,-119,16419,0.001702,-0.007298
1619,-30,-150,16424,-0.001831,-0.009203
1620,31,-58,16413,0.001899,-0.003579
1621,0,-41,16449,0.000024,-0.002504
1622,30,-38,16435,0.001887,-0.002352
1623,46,-35,16427,0.002847,-0.002183
1624,-6,-157,16443,-0.000382,-0.009622
1625,35,-128,16423,0.002161,-0.007835
1626,-140,36,16500,-0.008540,0.002253
1627,49,-110,16426,0.002997,-0.006713
1628,-14,-26,16426,-0.000911,-0.001632
1629,15,-88,16379,0.000942,-0.005406
1630,-101,-48,16407,-0.006199,-0.002977
1631,-86,-81,16448,-0.005271,-0.004976
1632,-42,-20,16386,-0.002572,-0.001242
1633,-53,-38,16366,-0.003282,-0.002357
1634,-42,-64,16419,-0.002592,-0.003945
1635,-6,-91,16451,-0.000387,-0.005574
1636,-149,-23,16418,-0.009125,-0.001437
1637,-17,-93,16408,-0.001083,-0.005687
1638,-67,-9,16370,-0.004143,-0.000569
1639,-80,102,16426,-0.004929,0.006232
1640,-145,42,16431,-0.008866,0.002612
1641,-50,15,16370,-0.003065,0.000930
1642,-195,-20,16441,-0.011924,-0.001265
1643,-46,-108,16431,-0.002828,-0.006604
1644,-152,-74,16439,-0.009326,-0.004531
1645,-77,57,16425,-0.004751,0.003509
1646,-87,-40,16426,-0.005314,-0.002482
1647,-24,-32,16422,-0.001477,-0.001985
1648,-90,-2,16429,-0.005535,-0.000158
1649,-116,-42,16363,-0.007079,-0.002622
1650,-106,-47,16370,-0.006498,-0.002893
1651,-18,14,16387,-0.001125,0.000856
1652,-53,-23,16402,-0.003284,-0.001449
1653,-98,-12,16413,-0.005984,-0.000784
1654,-89,-11,16411,-0.005455,-0.000696
1655,-153,56,16430,-0.009350,0.003418
1656,-55,22,16429,-0.003372,0.001352
1657,-158,27,16379,-0.009691,0.001704
1658,-33,69,16405,-0.002016,0.004215
1659,-61,35,16378,-0.003731,0.002174
1660,52,31,16393,0.003211,0.001933
1661,-115,71,16405,-0.007071,0.004338
1662,-63,83,16312,-0.003886,0.005081
1663,33,45,16454,0.002020,0.002775
1664,6,58,16408,0.000413,0.003587
1665,-82,18,16378,-0.005025,0.001119
1666,-33,16,16439,-0.002031,0.000990
1667,-40,97,16383,-0.002455,0.005975
1668,-22,83,16393,-0.001365,0.005087
1669,-66,85,16377,-0.004049,0.005191
1670,-32,77,16429,-0.001958,0.004727
1671,-101,66,16385,-0.006215,0.004071
1672,-12,99,16390,-0.000742,0.006057
1673,7,111,16415,0.000480,0.006795
1674,-20,110,16399,-0.001272,0.006733
1675,-84,60,16382,-0.005153,0.003694
1676,48,133,16410,0.002940,0.008141
1677,22,76,16444,0.001351,0.004637
1678,-26,95,16389,-0.001638,0.005807
1679,0,77,16383,-0.000022,0.004703
1680,-55,74,16384,-0.003404,0.004531
1681,-27,24,16411,-0.001704,0.001504
1682,0,93,16363,0.000028,0.005725
1683,91,197,16370,0.005592,0.012055
1684,4,37,16338,0.000246,0.002282
1685,71,57,16346,0.004337,0.003495
1686,17,29,16362,0.001045,0.001809
1687,59,25,16372,0.003639,0.001539
1688,44,122,16417,0.002697,0.007482
1689,97,10,16386,0.005956,0.000666
1690,31,17,16349,0.001938,0.001091
1691,-16,-39,16353,-0.000981,-0.002430
1692,-3,-2,16404,-0.000227,-0.000128
1693,40,-52,16397,0.002492,-0.003174
1694,8,59,16370,0.000497,0.003646
1695,92,162,16357,0.005618,0.009943
1696,51,3,16395,0.003118,0.000233
1697,192,-63,16343,0.011754,-0.003883
1698,-7,58,16376,-0.000484,0.003598
1699,88,-24,16422,0.005424,-0.001505
1700,24,71,16371,0.001498,0.004350
1701,56,-10,16346,0.003455,-0.000620
1702,88,-31,16375,0.005397,-0.001895
1703,-32,-12,16353,-0.001982,-0.000760
1704,93,29,16329,0.005710,0.001821
1705,175,-22,16380,0.010698,-0.001358
1706,59,-39,16390,0.003602,-0.002388
1707,93,-28,16355,0.005700,-0.001714
1708,130,-84,16353,0.007937,-0.005148
1709,70,-5,16338,0.004296,-0.000353
1710,48,-116,16358,0.002956,-0.007110
1711,-36,-53,16348,-0.002232,-0.003283
1712,104,2,16336,0.006399,0.000133
1713,65,-23,16407,0.004003,-0.001424
1714,18,-12,16372,0.001158,-0.000742
1715,72,-47,16375,0.004415,-0.002880
1716,34,10,16382,0.002111,0.000661
1717,34,-3,16379,0.002090,-0.000229
1718,86,-29,16350,0.005297,-0.001809
1719,-12,-8,16367,-0.000746,-0.000499
1720,101,-18,16354,0.006192,-0.001155
1721,-22,-79,16371,-0.001372,-0.004838
1722,9,-125,16369,0.000595,-0.007653
1723,132,-40,16351,0.008105,-0.002450
1724,89,-35,16328,0.005465,-0.002152
1725,34,-9,16364,0.002115,-0.000585
1726,-20,-110,16356,-0.001266,-0.006719
1727,-4,-109,16314,-0.000303,-0.006671
1728,20,-42,16373,0.001229,-0.002601
1729,13,-69,16385,0.000843,-0.004210
1730,2,-158,16424,0.000177,-0.009657
1731,1,-46,16352,0.000074,-0.002865
1732,-12,-156,16349,-0.000759,-0.009525
1733,-77,-110,16335,-0.004725,-0.006768
1734,-36,2,16368,-0.002230,0.000170
1735,29,27,16368,0.001785,0.001650
1736,-87,-121,16343,-0.005340,-0.007399
1737,-34,-76,16359,-0.002076,-0.004656
1738,-69,-56,16315,-0.004234,-0.003444
1739,-27,30,16387,-0.001702,0.001880
1740,-56,-79,16346,-0.003457,-0.004824
1741,31,-76,16365,0.001893,-0.004647
1742,-20,25,16331,-0.001259,0.001570
1743,-113,-66,16352,-0.006945,-0.004051
1744,-19,-9,16360,-0.001217,-0.000601
1745,-94,-115,16367,-0.005765,-0.007031
1746,-88,-48,16380,-0.005372,-0.002938
1747,-47,-118,16404,-0.002888,-0.007219
1748,-89,-85,16388,-0.005480,-0.005215
1749,-24,10,16394,-0.001489,0.000666
1750,-108,-29,16406,-0.006641,-0.001797
1751,-103,-39,16386,-0.006310,-0.002396
1752,-107,-56,16371,-0.006544,-0.003472
1753,-104,-27,16398,-0.006378,-0.001670
1754,-24,1,16400,-0.001476,0.000116
1755,-48,39,16391,-0.002963,0.002385
1756,3,-134,16340,0.000219,-0.008215
1757,30,-42,16355,0.001847,-0.002608
1758,-132,9,16370,-0.008078,0.000590
1759,-78,0,16397,-0.004788,0.000043
1760,-139,29,16378,-0.008525,0.001774
1761,-119,26,16407,-0.007311,0.001590
1762,-112,1,16413,-0.006834,0.000093
1763,-132,-5,16411,-0.008065,-0.000355
1764,-130,11,16412,-0.007983,0.000702
1765,-84,83,16357,-0.005178,0.005094
1766,-136,-5,16396,-0.008299,-0.000345
1767,-32,30,16370,-0.002011,0.001860
1768,-117,45,16345,-0.007164,0.002790
1769,68,116,16379,0.004158,0.007105
1770,-89,27,16420,-0.005471,0.001699
1771,-61,92,16400,-0.003734,0.005644
1772,-125,108,16439,-0.007656,0.006623
1773,25,47,16395,0.001540,0.002885
1774,0,42,16451,-0.000016,0.002584
1775,-37,38,16396,-0.002270,0.002358
1776,-114,44,16393,-0.006977,0.002697
1777,-33,100,16362,-0.002071,0.006134
1778,-95,71,16422,-0.005825,0.004361
1779,35,73,16383,0.002177,0.004458
1780,7,7,16381,0.000474,0.000449
1781,-23,16,16429,-0.001403,0.000982
1782,-143,169,16427,-0.008730,0.010363
1783,-67,56,16427,-0.004097,0.003434
1784,19,27,16391,0.001193,0.001666
1785,49,135,16400,0.003049,0.008293
1786,49,79,16401,0.003019,0.004842
1787,-78,93,16422,-0.004801,0.005715
1788,19,57,16442,0.001162,0.003537
1789,58,48,16414,0.003586,0.002954
1790,-68,54,16454,-0.004155,0.003348
1791,17,-5,16429,0.001074,-0.000358
1792,35,56,16402,0.002193,0.003448
1793,12,73,16428,0.000739,0.004509
1794,-59,148,16451,-0.003650,0.009071
1795,19,60,16459,0.001188,0.003664
1796,23,-60,16440,0.001434,-0.003721
1797,36,46,16412,0.002216,0.002865
1798,19,183,16407,0.001205,0.011221
1799,29,89,16427,0.001792,0.005447
1800,52,4,16455,0.003218,0.000252
1801,79,70,16425,0.004870,0.004286
1802,46,1,16426,0.002823,0.000107
1803,44,-31,16417,0.002690,-0.001916
1804,71,14,16408,0.004365,0.000906
1805,-24,33,16413,-0.001518,0.002025
1806,95,-66,16421,0.005818,-0.004073
1807,73,-34,16460,0.004514,-0.002115
1808,77,18,16413,0.004749,0.001148
1809,124,-5,16421,0.007611,-0.000327
1810,-17,30,16399,-0.001045,0.001860
1811,-17,-52,16438,-0.001039,-0.003192
1812,94,38,16454,0.005757,0.002369
1813,81,-58,16461,0.004952,-0.003551
1814,90,77,16427,0.005505,0.004702
1815,59,-91,16436,0.003613,-0.005599
1816,114,-64,16419,0.006982,-0.003954
1817,127,5,16436,0.007761,0.000354
1818,104,63,16431,0.006372,0.003876
1819,66,-6,16425,0.004080,-0.000387
1820,-25,2,16427,-0.001535,0.000145
1821,114,-27,16435,0.007007,-0.001697
1822,135,-82,16417,0.008260,-0.005030
1823,105,-59,16419,0.006410,-0.003616
1824,27,-97,16467,0.001704,-0.005969
1825,101,-104,16492,0.006217,-0.006349
1826,108,-24,16396,0.006617,-0.001480
1827,139,-101,16394,0.008538,-0.006218
1828,17,-33,16402,0.001047,-0.002044
1829,45,-115,16423,0.002799,-0.007053
1830,90,-39,16448,0.005511,-0.002393
1831,52,-79,16440,0.003222,-0.004872
1832,-8,11,16430,-0.000531,0.000701
1833,62,-43,16439,0.003827,-0.002650
1834,66,0,16409,0.004072,-0.000004
1835,38,-99,16420,0.002347,-0.006057
1836,40,-60,16425,0.002481,-0.003688
1837,12,-112,16386,0.000780,-0.006853
1838,93,-85,16397,0.005719,-0.005192
1839,-27,-78,16397,-0.001693,-0.004767
1840,-16,-101,16444,-0.001032,-0.006174
1841,7,-125,16431,0.000482,-0.007646
1842,45,-134,16439,0.002804,-0.008231
1843,-75,-180,16379,-0.004608,-0.010987
1844,-70,-116,16387,-0.004330,-0.007102
1845,-111,-32,16440,-0.006793,-0.002002
1846,-14,-141,16355,-0.000861,-0.008620
1847,-75,-128,16453,-0.004590,-0.007857
1848,-43,27,16377,-0.002661,0.001705
1849,3,-89,16443,0.000209,-0.005481
1850,-64,-40,16399,-0.003961,-0.002501
1851,-26,-23,16447,-0.001598,-0.001418
1852,-56,-20,16499,-0.003437,-0.001228
1853,-12,-125,16364,-0.000762,-0.007643
1854,-25,-59,16436,-0.001584,-0.003620
1855,-86,-124,16374,-0.005306,-0.007622
1856,-64,77,16429,-0.003947,0.004739
1857,-8,-118,16412,-0.000510,-0.007208
1858,-43,-88,16420,-0.002649,-0.005383
1859,-134,-84,16394,-0.008196,-0.005171
1860,-36,-103,16435,-0.002201,-0.006341
1861,-124,39,16379,-0.007571,0.002410
1862,-3,95,16445,-0.000216,0.005829
1863,-24,-43,16403,-0.001502,-0.002653
1864,-62,-81,16378,-0.003812,-0.004969
1865,-70,-122,16451,-0.004302,-0.007498
1866,-89,-21,16410,-0.005477,-0.001296
1867,-47,-21,16457,-0.002875,-0.001288
1868,-99,-33,16440,-0.006069,-0.002067
1869,-70,12,16389,-0.004279,0.000777
1870,-39,24,16406,-0.002383,0.001525
1871,-109,25,16410,-0.006682,0.001533
1872,-111,-2,16444,-0.006827,-0.000161
1873,-139,-37,16416,-0.008527,-0.002297
1874,-132,52,16409,-0.008086,0.003223
1875,-169,24,16399,-0.010312,0.001476
1876,-41,70,16402,-0.002556,0.004313
1877,12,69,16434,0.000778,0.004221
1878,-4,-36,16401,-0.000261,-0.002216
1879,-152,-33,16391,-0.009289,-0.002063
1880,-34,2,16386,-0.002096,0.000157
1881,2,-9,16385,0.000149,-0.000569
1882,-87,82,16363,-0.005320,0.005034
1883,-56,65,16378,-0.003466,0.003981
1884,-157,104,16433,-0.009602,0.006374
1885,-42,72,16390,-0.002575,0.004405
1886,-104,65,16411,-0.006352,0.003971
1887,-38,115,16332,-0.002338,0.007063
1888,-121,81,16406,-0.007387,0.004981
1889,-13,63,16387,-0.000832,0.003872
1890,14,134,16378,0.000863,0.008194
1891,-70,68,16394,-0.004303,0.004170
1892,-83,48,16376,-0.005100,0.002972
1893,-129,23,16335,-0.007889,0.001419
1894,-31,99,16409,-0.001946,0.006077
1895,-42,126,16392,-0.002615,0.007701
1896,-85,63,16377,-0.005243,0.003848
1897,17,129,16360,0.001051,0.007920
1898,-22,-31,16347,-0.001375,-0.001930
1899,-48,62,16388,-0.002970,0.003785
1900,-18,62,16421,-0.001124,0.003790
1901,66,27,16385,0.004034,0.001675
1902,47,179,16345,0.002906,0.010942
1903,16,57,16384,0.000982,0.003513
1904,57,39,16376,0.003499,0.002398
1905,-25,58,16398,-0.001576,0.003597
1906,37,-42,16391,0.002262,-0.002602
1907,46,16,16302,0.002858,0.001002
1908,20,99,16388,0.001251,0.006097
1909,68,18,16349,0.004202,0.001116
1910,12,5,16338,0.000780,0.000362
1911,79,108,16368,0.004867,0.006614
1912,85,107,16382,0.005198,0.006534
1913,-82,63,16331,-0.005015,0.003884
1914,122,12,16388,0.007489,0.000780
1915,-82,20,16388,-0.005055,0.001232
1916,39,-10,16370,0.002396,-0.000662
1917,122,-23,16347,0.007463,-0.001441
1918,58,-29,16344,0.003564,-0.001801
1919,3,-12,16392,0.000231,-0.000737
1920,23,-36,16329,0.001448,-0.002206
1921,129,-65,16392,0.007894,-0.004015
1922,-14,18,16361,-0.000882,0.001110
1923,136,15,16363,0.008323,0.000930
1924,78,83,16323,0.004808,0.005102
1925,23,-36,16360,0.001417,-0.002231
1926,53,7,16379,0.003250,0.000436
1927,31,4,16330,0.001938,0.000262
1928,123,-27,16375,0.007561,-0.001659
1929,116,18,16365,0.007118,0.001116
1930,-4,16,16346,-0.000295,0.000993
1931,58,-9,16383,0.003577,-0.000562
1932,34,-41,16307,0.002110,-0.002517
1933,138,-49,16370,0.008475,-0.003023
1934,6,-102,16401,0.000426,-0.006248
1935,150,-77,16396,0.009155,-0.004751
1936,67,-71,16370,0.004096,-0.004379
1937,9,-99,16353,0.000549,-0.006057
1938,29,-25,16345,0.001830,-0.001529
1939,20,9,16353,0.001271,0.000587
1940,-5,-96,16374,-0.000346,-0.005872
1941,58,-39,16340,0.003554,-0.002432
1942,-10,-106,16379,-0.000634,-0.006508
1943,-60,-72,16413,-0.003720,-0.004434
1944,23,-93,16359,0.001444,-0.005692
1945,-50,-31,16327,-0.003072,-0.001906
1946,-2,-95,16327,-0.000174,-0.005826
1947,-14,-13,16380,-0.000905,-0.000821
1948,-17,-76,16359,-0.001058,-0.004647
